Halstead_b,Halstead_d,Halstead_e,Halstead_i,Halstead_l,Halstead_lOBlank,Halstead_lOCode,Halstead_lOComment,Halstead_n,Halstead_t,Halstead_v,McCabe_ev(g),McCabe_iv(g),McCabe_loc,McCabe_v(g),SOFTWARE,branchCount,defects,locCodeAndComment,total_Op,total_Opnd,uniq_Op,uniq_Opnd
0.09,18.67,4813.07,13.81,0.05,2,22,0,57.0,267.39,257.83,1.0,2.0,26.0,4.0,1,7,0,0,33,24,14,9
0.25,32.94,24590.16,22.67,0.03,3,43,4,148.0,1366.12,746.57,1.0,2.0,55.0,9.0,1,17,0,3,86,62,17,16
0.95,30.59,86738.77,92.71,0.03,7,80,1,439.0,4818.82,2835.69,7.0,8.0,90.0,9.0,1,17,0,0,232,208,20,68
0.09,11.67,3235.47,23.77,0.09,1,14,2,59.0,179.75,277.33,3.0,2.0,21.0,5.0,1,9,0,0,39,20,14,12
0.07,11.59,2451.71,18.25,0.09,4,9,0,45.0,136.21,211.52,3.0,2.0,15.0,3.0,1,5,0,0,28,17,15,11
0.03,8.33,733.33,10.56,0.12,1,9,0,22.0,40.74,88.0,1.0,2.0,12.0,3.0,1,5,0,0,12,10,10,6
0.01,4.17,150.0,8.64,0.24,0,2,0,12.0,8.33,36.0,1.0,1.0,4.0,1.0,1,1,0,0,7,5,5,3
0.29,21.75,18647.98,39.42,0.05,5,37,11,159.0,1036.0,857.38,6.0,5.0,55.0,7.0,1,13,0,0,101,58,18,24
0.02,4.67,310.84,14.27,0.21,0,6,1,18.0,17.27,66.61,1.0,3.0,9.0,4.0,1,7,0,0,10,8,7,6
0.09,12.92,3502.52,20.97,0.08,0,18,1,57.0,194.58,271.03,5.0,3.0,21.0,5.0,1,9,0,0,33,24,14,13
0.02,4.2,225.85,12.8,0.24,1,6,0,15.0,12.55,53.77,1.0,2.0,9.0,2.0,1,3,0,0,9,6,7,5
0.04,4.5,486.0,24.0,0.22,4,10,2,27.0,27.0,108.0,1.0,2.0,18.0,2.0,1,3,0,0,18,9,8,8
0.53,24.31,38633.74,65.34,0.04,15,71,0,269.0,2146.32,1588.95,1.0,6.0,88.0,9.0,1,17,0,0,146,123,17,43
0.92,45.88,126284.42,60.0,0.02,5,111,0,466.0,7015.8,2752.61,14.0,18.0,118.0,18.0,1,35,0,0,268,198,19,41
0.26,17.28,13248.25,44.35,0.06,7,33,0,138.0,736.01,766.53,4.0,3.0,42.0,5.0,1,9,0,0,77,61,17,30
0.03,4.5,462.59,22.84,0.22,1,8,0,27.0,25.7,102.8,1.0,1.0,11.0,1.0,1,1,0,0,15,12,6,8
0.13,12.72,4898.57,30.28,0.08,3,9,0,81.0,272.14,385.15,1.0,1.0,14.0,3.0,1,5,0,0,44,37,11,16
0.4,38.08,45218.85,31.19,0.03,3,47,1,215.0,2512.16,1187.57,8.0,7.0,56.0,10.0,1,19,0,0,116,99,20,26
0.29,24.0,20930.19,36.34,0.04,3,46,0,165.0,1162.79,872.09,1.0,2.0,51.0,7.0,1,13,0,0,96,69,16,23
2.0,73.46,440290.52,81.59,0.01,13,227,9,859.0,24460.58,5993.48,1.0,31.0,252.0,33.0,1,56,0,1,477,382,35,91
0.11,7.97,2647.15,41.62,0.13,4,15,1,67.0,147.06,331.93,1.0,4.0,22.0,4.0,1,7,0,0,38,29,11,20
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1.0,22.0,3.0,1,5,0,0,0,0,0,0
0.06,8.27,1365.49,19.95,0.12,3,8,0,36.0,75.86,165.06,3.0,2.0,13.0,3.0,1,5,0,0,22,14,13,11
0.05,9.0,1478.1,18.25,0.11,2,11,0,38.0,82.12,164.23,1.0,2.0,16.0,2.0,1,3,0,0,26,12,12,8
0.04,3.55,420.27,33.43,0.28,1,6,0,29.0,23.35,118.54,1.0,1.0,9.0,1.0,1,1,0,0,16,13,6,11
0.08,7.08,1647.46,32.89,0.14,1,14,2,53.0,91.53,232.79,1.0,2.0,19.0,2.0,1,3,0,0,30,23,8,13
0.23,17.29,11748.9,39.29,0.06,5,27,1,123.0,652.72,679.4,3.0,4.0,35.0,5.0,1,9,0,0,64,59,17,29
0.2,13.06,7884.77,46.26,0.08,2,41,0,112.0,438.04,603.94,3.0,4.0,45.0,6.0,1,11,0,0,65,47,15,27
0.64,34.67,66158.78,55.03,0.03,3,86,1,318.0,3675.49,1908.0,7.0,9.0,92.0,13.0,1,25,0,0,176,142,21,43
1.38,57.1,236295.83,72.48,0.02,13,129,2,644.0,13127.55,4138.51,6.0,10.0,146.0,14.0,1,27,0,0,350,295,24,62
0.5,33.89,51039.72,44.43,0.03,5,77,0,256.0,2835.54,1505.96,9.0,3.0,84.0,16.0,1,31,0,0,142,114,22,37
0.06,4.2,711.73,40.35,0.24,2,14,0,38.0,39.54,169.46,1.0,2.0,18.0,2.0,1,3,0,0,20,18,7,15
1.45,61.78,268090.15,70.23,0.02,11,164,0,656.0,14893.9,4339.25,8.0,12.0,177.0,22.0,1,43,0,0,369,294,29,69
0.21,16.67,10404.34,37.43,0.06,4,32,0,115.0,578.02,624.02,3.0,3.0,38.0,5.0,1,9,0,0,64,51,17,26
0.18,11.44,6303.81,48.17,0.09,3,39,0,105.0,350.21,551.03,3.0,4.0,44.0,6.0,1,11,0,0,61,44,13,25
0.11,14.0,4460.08,22.76,0.07,4,24,1,67.0,247.78,318.58,1.0,4.0,31.0,4.0,1,7,0,0,41,26,14,13
0.14,31.0,12649.91,13.16,0.03,3,18,0,89.0,702.77,408.06,6.0,2.0,23.0,8.0,1,15,0,0,58,31,16,8
0.18,21.64,11498.13,24.56,0.05,4,31,0,102.0,638.79,531.36,6.0,5.0,37.0,8.0,1,15,0,0,61,41,19,18
0.38,12.91,14754.7,88.48,0.08,10,31,0,221.0,819.71,1142.55,1.0,1.0,43.0,1.0,1,1,0,0,114,107,7,29
0.17,24.92,12843.75,20.69,0.04,1,18,0,111.0,713.54,515.47,1.0,2.0,23.0,2.0,1,3,0,2,65,46,13,12
1.2,45.37,163594.78,79.47,0.02,9,158,0,572.0,9088.6,3605.76,4.0,13.0,170.0,19.0,1,37,0,1,376,196,25,54
0.75,98.04,221333.23,23.03,0.01,14,71,32,400.0,12296.29,2257.54,7.0,1.0,121.0,23.0,1,45,0,4,219,181,26,24
0.39,24.14,28592.9,49.09,0.04,13,49,2,204.0,1588.49,1184.7,3.0,7.0,66.0,8.0,1,15,0,0,112,94,19,37
0.32,23.15,22477.67,41.93,0.04,3,46,4,185.0,1248.76,970.87,10.0,13.0,55.0,14.0,1,27,0,0,114,71,15,23
0.09,16.32,4359.21,16.34,0.06,1,16,0,59.0,242.18,266.89,3.0,1.0,19.0,5.0,1,9,0,0,38,21,14,9
0.01,3.12,128.78,13.19,0.32,0,5,0,13.0,7.15,41.21,1.0,1.0,7.0,1.0,1,1,0,0,8,5,5,4
0.09,7.76,2015.7,33.43,0.13,4,20,0,54.0,111.98,259.6,1.0,3.0,26.0,3.0,1,5,0,0,30,24,11,17
0.03,6.3,564.63,14.23,0.16,1,12,0,25.0,31.37,89.62,1.0,2.0,15.0,2.0,1,3,0,0,16,9,7,5
1.57,64.06,302377.38,73.65,0.02,20,158,3,760.0,16798.74,4719.18,1.0,7.0,185.0,19.0,1,37,0,2,414,346,20,54
0.0,1.5,17.41,7.74,0.67,0,2,0,5.0,0.97,11.61,1.0,1.0,4.0,1.0,1,1,0,0,3,2,3,2
0.39,26.21,30736.55,44.75,0.04,9,42,1,210.0,1707.59,1172.84,10.0,5.0,54.0,11.0,1,21,0,0,130,80,19,29
0.15,40.83,18909.15,11.34,0.02,1,28,24,101.0,1050.51,463.08,6.0,4.0,56.0,6.0,1,11,0,0,52,49,15,9
0.0,0.0,0.0,0.0,0.0,0,1,0,2.0,0.0,2.0,1.0,1.0,5.0,1.0,1,1,0,1,2,0,2,0
0.18,35.7,18842.19,14.78,0.03,1,27,0,111.0,1046.79,527.79,1.0,3.0,31.0,6.0,1,11,0,0,69,42,17,10
2.07,58.74,364106.03,105.51,0.02,25,179,5,914.0,20228.11,6198.16,5.0,9.0,211.0,20.0,1,39,0,0,493,421,24,86
1.64,62.8,309626.36,78.5,0.02,18,138,1,747.0,17201.46,4930.13,10.0,9.0,159.0,15.0,1,29,0,0,404,343,26,71
0.29,20.3,17909.3,43.45,0.05,6,39,0,154.0,994.96,882.1,4.0,3.0,47.0,6.0,1,11,0,0,87,67,20,33
0.26,16.07,12400.95,48.0,0.06,8,33,0,144.0,688.94,771.49,3.0,2.0,43.0,4.0,1,7,0,0,82,62,14,27
0.49,137.14,203482.74,10.82,0.01,3,71,0,328.0,11304.6,1483.73,1.0,7.0,77.0,10.0,1,19,0,0,208,120,16,7
0.41,20.76,25324.22,58.78,0.05,5,46,1,213.0,1406.9,1220.05,1.0,3.0,54.0,4.0,1,7,0,0,117,96,16,37
0.64,28.33,54153.42,67.46,0.04,5,63,0,321.0,3008.52,1911.3,1.0,5.0,70.0,5.0,1,9,0,0,171,150,17,45
0.63,25.87,49177.5,73.47,0.04,6,74,0,318.0,2732.08,1900.78,1.0,6.0,82.0,7.0,1,13,0,0,166,152,16,47
0.16,11.87,5522.83,39.2,0.08,3,26,0,90.0,306.82,465.29,1.0,2.0,31.0,3.0,1,5,0,0,48,42,13,23
0.05,6.4,987.44,24.11,0.16,1,14,0,37.0,54.86,154.29,1.0,3.0,17.0,3.0,1,5,0,0,21,16,8,10
0.26,21.43,16515.52,35.97,0.05,6,37,0,138.0,917.53,770.72,3.0,3.0,45.0,6.0,1,11,0,0,78,60,20,28
0.01,2.0,36.19,9.05,0.5,0,5,0,7.0,2.0,18.09,1.0,2.0,7.0,2.0,1,3,0,0,5,2,4,2
0.02,6.4,473.66,11.56,0.16,2,8,0,20.0,26.31,74.01,1.0,2.0,12.0,2.0,1,3,0,0,12,8,8,5
0.35,22.78,23786.21,45.83,0.04,12,46,0,185.0,1321.46,1044.1,3.0,2.0,60.0,5.0,1,9,0,0,104,81,18,32
0.5,22.93,34375.83,65.37,0.04,12,41,2,267.0,1909.77,1499.13,1.0,4.0,57.0,4.0,1,7,0,0,140,127,13,36
0.97,112.64,326989.18,25.77,0.01,18,119,7,535.0,18166.07,2903.05,1.0,10.0,147.0,13.0,1,25,0,0,299,236,21,22
0.08,8.33,2118.23,30.5,0.12,2,15,2,57.0,117.68,254.19,1.0,3.0,25.0,3.0,1,5,0,0,37,20,10,12
0.04,2.36,258.57,46.28,0.42,2,6,0,28.0,14.36,109.39,1.0,1.0,10.0,1.0,1,1,0,0,15,13,4,11
0.32,9.83,9502.14,98.27,0.1,7,65,0,177.0,527.9,966.32,3.0,9.0,74.0,15.0,1,29,0,0,118,59,11,33
0.05,5.4,885.6,30.37,0.19,4,9,0,41.0,49.2,164.0,1.0,1.0,15.0,1.0,1,1,0,0,23,18,6,10
0.76,69.54,159072.88,32.89,0.01,14,85,14,419.0,8837.38,2287.5,1.0,2.0,115.0,8.0,1,15,0,0,236,183,19,25
0.24,20.36,14738.99,35.54,0.05,3,32,1,140.0,818.83,723.79,1.0,3.0,38.0,3.0,1,5,0,0,76,64,14,22
0.01,2.0,31.02,7.75,0.5,0,2,0,6.0,1.72,15.51,1.0,1.0,4.0,1.0,1,1,0,0,4,2,4,2
0.35,15.47,16230.05,67.78,0.06,5,49,2,184.0,901.67,1048.88,1.0,5.0,58.0,7.0,1,13,0,0,100,84,14,38
0.24,19.2,13886.77,37.67,0.05,2,35,0,135.0,771.49,723.27,1.0,3.0,39.0,4.0,1,7,0,0,75,60,16,25
0.04,2.95,330.91,37.91,0.34,3,8,4,28.0,18.38,112.0,1.0,2.0,17.0,2.0,1,3,0,0,15,13,5,11
0.14,15.86,6872.53,27.33,0.06,3,22,0,82.0,381.81,433.4,3.0,5.0,27.0,7.0,1,13,0,0,45,37,18,21
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1.0,26.0,4.0,1,7,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1.0,38.0,5.0,1,9,0,0,0,0,0,0
0.0,1.5,17.41,7.74,0.67,0,2,0,5.0,0.97,11.61,1.0,1.0,4.0,1.0,1,1,0,0,3,2,3,2
0.85,26.42,67608.61,96.85,0.04,6,63,5,435.0,3756.03,2558.95,49.0,38.0,76.0,50.0,1,99,0,0,280,155,15,44
0.04,3.0,342.66,38.07,0.33,3,5,0,30.0,19.04,114.22,1.0,1.0,10.0,1.0,1,1,0,0,15,15,4,10
0.89,64.16,172002.43,41.78,0.02,3,96,0,480.0,9555.69,2680.78,6.0,13.0,101.0,20.0,1,39,0,0,246,234,17,31
0.04,3.85,456.37,30.79,0.26,1,4,0,29.0,25.35,118.54,1.0,1.0,9.0,1.0,1,1,0,0,18,11,7,10
0.08,6.07,1542.07,41.9,0.16,3,9,0,57.0,85.67,254.19,1.0,1.0,14.0,1.0,1,1,0,0,31,26,7,15
0.04,3.0,316.46,35.16,0.33,0,10,0,27.0,17.58,105.49,1.0,2.0,12.0,2.0,1,3,0,0,18,9,6,9
0.18,12.31,6663.7,43.97,0.08,5,23,1,98.0,370.21,541.31,4.0,5.0,31.0,6.0,1,11,0,0,56,42,17,29
0.17,20.42,10364.47,24.86,0.05,1,22,0,108.0,575.8,507.65,1.0,3.0,25.0,3.0,1,5,0,0,73,35,14,12
0.01,3.33,100.0,9.0,0.3,0,5,0,10.0,5.56,30.0,1.0,2.0,7.0,2.0,1,3,0,0,6,4,5,3
0.06,11.33,1941.4,15.11,0.09,1,12,0,39.0,107.86,171.3,1.0,2.0,16.0,4.0,1,7,0,1,22,17,12,9
0.03,6.4,521.02,12.72,0.16,0,8,0,22.0,28.95,81.41,1.0,2.0,10.0,2.0,1,3,0,0,14,8,8,5
0.05,5.73,816.84,24.9,0.17,2,6,0,33.0,45.38,142.62,1.0,1.0,10.0,1.0,1,1,0,0,19,14,9,11
0.03,8.64,864.96,11.58,0.12,1,7,0,24.0,48.05,100.08,1.0,2.0,10.0,4.0,1,7,0,0,13,11,11,7
0.01,2.5,60.0,9.6,0.4,0,2,0,8.0,3.33,24.0,1.0,1.0,4.0,1.0,1,1,0,0,5,3,5,3
1.45,47.11,204728.95,92.24,0.02,30,194,7,709.0,11373.83,4345.66,11.0,22.0,233.0,23.0,1,45,0,0,391,318,16,54
0.04,7.31,835.09,15.62,0.14,1,7,0,26.0,46.39,114.2,1.0,1.0,10.0,2.0,1,3,0,0,17,9,13,8
0.11,4.5,1546.4,76.37,0.22,3,20,1,74.0,85.91,343.65,1.0,2.0,26.0,2.0,1,3,0,0,38,36,5,20
0.04,6.67,877.91,19.75,0.15,2,8,1,31.0,48.77,131.69,1.0,2.0,14.0,2.0,1,3,0,1,19,12,10,9
0.04,6.67,877.91,19.75,0.15,2,8,1,31.0,48.77,131.69,1.0,2.0,14.0,2.0,1,3,0,1,19,12,10,9
0.07,14.22,2972.07,14.69,0.07,1,16,0,45.0,165.11,208.97,1.0,2.0,19.0,3.0,1,5,0,0,29,16,16,9
0.0,1.5,17.41,7.74,0.67,0,2,0,5.0,0.97,11.61,1.0,1.0,5.0,1.0,1,1,0,0,3,2,3,2
0.13,20.9,8187.25,18.74,0.05,4,23,6,77.0,454.85,391.73,5.0,2.0,33.0,5.0,1,9,0,0,44,33,19,15
0.05,5.41,834.55,28.52,0.18,3,10,2,37.0,46.36,154.29,1.0,2.0,17.0,2.0,1,3,0,0,20,17,7,11
0.05,5.41,834.55,28.52,0.18,3,10,2,37.0,46.36,154.29,1.0,2.0,17.0,2.0,1,3,0,0,20,17,7,11
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,6.0,1.0,19.0,6.0,1,11,0,0,0,0,0,0
0.08,9.23,2143.32,25.15,0.11,4,15,1,50.0,119.07,232.19,1.0,2.0,22.0,3.0,1,5,0,0,30,20,12,13
0.07,11.81,2317.59,16.61,0.08,1,21,0,48.0,128.75,196.2,5.0,1.0,24.0,5.0,1,9,0,0,27,21,9,8
0.0,1.5,12.0,5.33,0.67,1,2,0,4.0,0.67,8.0,1.0,1.0,5.0,1.0,1,1,0,0,3,1,3,1
0.41,45.74,56067.86,26.8,0.02,4,37,5,214.0,3114.88,1225.77,7.0,6.0,49.0,12.0,1,23,0,1,119,95,26,27
0.16,17.21,8086.76,27.32,0.06,7,16,6,94.0,449.26,470.0,5.0,5.0,31.0,5.0,1,9,0,0,55,39,15,17
0.24,20.63,14938.64,35.12,0.05,8,33,7,129.0,829.92,724.3,7.0,7.0,53.0,10.0,1,19,0,2,74,55,21,28
0.08,12.5,3172.8,20.31,0.08,6,15,3,54.0,176.27,253.82,1.0,1.0,27.0,2.0,1,3,0,0,29,25,13,13
0.27,25.43,20303.96,31.39,0.04,9,34,11,149.0,1128.0,798.28,10.0,10.0,56.0,12.0,1,23,0,0,84,65,18,23
0.01,3.5,127.89,10.44,0.29,0,2,0,11.0,7.11,36.54,1.0,1.0,4.0,1.0,1,1,0,0,8,3,7,3
0.26,19.0,14615.09,40.49,0.05,11,31,10,137.0,811.95,769.22,1.0,4.0,56.0,5.0,1,9,0,0,77,60,19,30
0.05,7.88,1094.42,17.65,0.13,4,10,0,34.0,60.8,138.97,1.0,1.0,17.0,2.0,1,3,0,0,20,14,9,8
0.06,8.89,1634.99,20.69,0.11,3,14,2,45.0,90.83,183.94,1.0,2.0,21.0,3.0,1,5,0,0,25,20,8,9
0.52,58.0,90666.44,26.95,0.02,3,45,0,268.0,5037.02,1563.21,5.0,8.0,50.0,12.0,1,23,0,0,156,112,29,28
0.13,13.6,5367.32,29.02,0.07,2,12,7,83.0,298.18,394.66,5.0,4.0,23.0,6.0,1,11,0,0,49,34,12,15
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7.0,5.0,19.0,8.0,1,15,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,2.0,13.0,3.0,1,5,0,0,0,0,0,0
0.23,33.33,23423.73,21.08,0.03,1,16,0,137.0,1301.32,702.71,1.0,6.0,19.0,8.0,1,15,0,0,87,50,20,15
0.03,4.5,338.78,16.73,0.22,1,8,0,21.0,18.82,75.28,1.0,2.0,11.0,2.0,1,3,0,0,12,9,6,6
0.22,29.77,19232.47,21.71,0.03,1,15,0,127.0,1068.47,646.11,1.0,6.0,18.0,8.0,1,15,0,0,80,47,19,15
0.15,31.17,14210.21,14.63,0.03,2,21,1,97.0,789.46,455.94,3.0,5.0,26.0,6.0,1,11,0,0,64,33,17,9
0.37,33.15,36868.91,33.56,0.03,2,13,0,209.0,2048.27,1112.28,5.0,3.0,18.0,6.0,1,11,0,1,160,49,23,17
0.22,19.34,12595.49,33.67,0.05,4,21,0,128.0,699.75,651.2,1.0,6.0,27.0,6.0,1,11,0,0,79,49,15,19
0.34,31.63,32092.96,32.09,0.03,2,10,0,192.0,1782.94,1014.8,5.0,3.0,15.0,6.0,1,11,0,1,148,44,23,16
0.23,29.84,20676.32,23.22,0.03,4,21,0,133.0,1148.68,692.86,3.0,7.0,28.0,9.0,1,17,0,1,70,63,18,19
0.86,54.6,141051.98,47.31,0.02,5,23,0,441.0,7836.22,2583.37,9.0,10.0,31.0,16.0,1,31,0,1,324,117,28,30
0.12,16.07,5855.6,22.67,0.06,3,13,0,75.0,325.31,364.35,5.0,4.0,18.0,6.0,1,11,0,0,45,30,15,14
0.14,20.8,8862.07,20.48,0.05,2,23,0,86.0,492.34,426.06,1.0,3.0,27.0,6.0,1,11,0,0,47,39,16,15
0.14,19.5,8228.86,21.64,0.05,2,23,0,86.0,457.16,421.99,1.0,3.0,27.0,6.0,1,11,0,0,47,39,15,15
0.49,27.16,40176.24,54.48,0.04,4,22,9,271.0,2232.01,1479.51,3.0,8.0,37.0,9.0,1,17,0,0,166,105,15,29
0.16,24.07,11876.51,20.5,0.04,3,12,0,97.0,659.81,493.48,7.0,4.0,17.0,8.0,1,15,0,0,59,38,19,15
0.05,10.67,1639.8,14.41,0.09,3,8,0,35.0,91.1,153.73,1.0,2.0,13.0,3.0,1,5,0,0,19,16,12,9
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,5.0,6.0,23.0,8.0,1,15,0,0,0,0,0,0
0.04,5.5,594.0,19.64,0.18,3,6,4,27.0,33.0,108.0,1.0,2.0,15.0,2.0,1,3,0,0,16,11,8,8
0.26,31.18,24524.27,25.23,0.03,8,26,1,151.0,1362.46,786.63,1.0,9.0,38.0,10.0,1,19,0,1,98,53,20,17
0.34,32.34,33335.19,31.87,0.03,2,10,0,195.0,1851.96,1030.65,5.0,3.0,15.0,6.0,1,11,0,1,150,45,23,16
0.21,24.81,15636.03,25.41,0.04,4,19,3,121.0,868.67,630.34,1.0,4.0,28.0,4.0,1,7,0,0,74,47,19,18
0.16,19.76,9371.89,23.99,0.05,3,17,0,94.0,520.65,474.17,3.0,4.0,22.0,6.0,1,11,0,0,52,42,16,17
0.58,71.5,124692.54,24.39,0.01,8,62,5,309.0,6927.36,1743.95,1.0,4.0,77.0,14.0,1,27,0,0,177,132,26,24
0.12,18.46,6478.84,19.01,0.05,3,11,0,73.0,359.94,350.94,3.0,3.0,16.0,5.0,1,9,0,0,41,32,15,13
0.13,14.86,5651.52,25.6,0.07,3,10,9,80.0,313.97,380.39,5.0,4.0,24.0,6.0,1,11,0,0,48,32,13,14
0.06,11.7,2064.1,15.08,0.09,3,10,0,39.0,114.67,176.42,1.0,2.0,15.0,3.0,1,5,0,0,21,18,13,10
0.04,6.67,849.59,19.12,0.15,2,6,2,30.0,47.2,127.44,1.0,2.0,12.0,2.0,1,3,0,0,18,12,10,9
0.02,6.0,365.67,10.16,0.17,1,5,0,17.0,20.31,60.94,3.0,1.0,8.0,3.0,1,5,0,0,11,6,8,4
0.22,17.39,11412.25,37.75,0.06,4,39,19,126.0,634.01,656.39,12.0,1.0,62.0,12.0,1,23,0,0,75,51,15,22
0.08,10.36,2390.91,22.26,0.1,3,15,0,51.0,132.83,230.7,4.0,2.0,20.0,4.0,1,7,0,0,32,19,12,11
0.03,6.67,560.0,12.6,0.15,0,6,0,21.0,31.11,84.0,3.0,1.0,8.0,3.0,1,5,0,0,13,8,10,6
0.07,7.08,1484.62,29.59,0.14,0,19,0,47.0,82.48,209.59,4.0,3.0,21.0,4.0,1,7,0,0,30,17,10,12
0.03,6.67,560.0,12.6,0.15,0,6,0,21.0,31.11,84.0,3.0,1.0,8.0,3.0,1,5,0,0,13,8,10,6
0.41,44.33,54735.73,27.85,0.02,11,71,11,237.0,3040.87,1234.64,14.0,8.0,108.0,20.0,1,39,0,13,153,84,19,18
0.72,45.68,99158.57,47.52,0.02,10,105,20,369.0,5508.81,2170.7,14.0,16.0,143.0,24.0,1,47,0,5,226,143,23,36
0.74,49.79,110976.25,44.77,0.02,11,116,11,391.0,6165.35,2228.87,14.0,22.0,141.0,28.0,1,55,0,1,244,147,21,31
0.03,6.67,560.0,12.6,0.15,0,6,0,21.0,31.11,84.0,3.0,1.0,8.0,3.0,1,5,0,0,13,8,10,6
0.03,6.67,560.0,12.6,0.15,0,6,0,21.0,31.11,84.0,3.0,1.0,8.0,3.0,1,5,0,0,13,8,10,6
0.14,12.33,5330.38,35.04,0.08,2,38,0,100.0,296.13,432.19,1.0,1.0,42.0,15.0,1,29,0,0,63,37,8,12
0.1,22.4,6778.41,13.51,0.04,3,17,2,66.0,376.58,302.61,4.0,1.0,26.0,7.0,1,13,0,0,34,32,14,10
0.67,23.48,47507.1,86.2,0.04,12,120,9,344.0,2639.28,2023.63,51.0,4.0,143.0,53.0,1,105,0,0,228,116,17,42
0.07,8.73,1737.05,22.81,0.11,0,18,0,44.0,96.5,199.04,4.0,2.0,20.0,4.0,1,7,0,0,28,16,12,11
0.07,8.73,1737.05,22.81,0.11,0,18,0,44.0,96.5,199.04,4.0,2.0,20.0,4.0,1,7,0,0,28,16,12,11
0.09,14.25,3775.85,18.59,0.07,1,14,1,54.0,209.77,264.97,4.0,1.0,18.0,4.0,1,7,0,0,35,19,18,12
0.03,6.67,560.0,12.6,0.15,0,6,0,21.0,31.11,84.0,3.0,1.0,8.0,3.0,1,5,0,0,13,8,10,6
0.04,8.25,1034.02,15.19,0.12,0,8,0,29.0,57.45,125.34,4.0,1.0,10.0,4.0,1,7,0,0,18,11,12,8
0.13,10.45,4228.07,38.68,0.1,0,34,0,75.0,234.89,404.42,1.0,3.0,36.0,14.0,1,15,0,0,52,23,20,22
0.26,17.43,13714.99,45.15,0.06,1,36,4,156.0,761.94,786.93,7.0,4.0,45.0,7.0,1,13,0,0,95,61,12,21
0.03,6.67,558.41,12.56,0.15,1,8,0,22.0,31.02,83.76,1.0,2.0,11.0,2.0,1,3,0,0,12,10,8,6
0.22,14.84,9804.42,44.52,0.07,5,28,3,125.0,544.69,660.68,1.0,3.0,38.0,4.0,1,7,0,0,72,53,14,25
0.03,6.43,617.14,14.93,0.16,2,6,0,24.0,34.29,96.0,1.0,1.0,11.0,3.0,1,5,0,0,14,10,9,7
0.18,15.79,8675.46,34.8,0.06,5,27,1,108.0,481.97,549.45,1.0,5.0,35.0,5.0,1,9,0,0,68,40,15,19
0.08,8.13,1855.14,28.1,0.12,3,12,1,47.0,103.06,228.33,1.0,3.0,18.0,3.0,1,5,0,0,29,21,13,16
0.04,12.6,1583.1,9.97,0.08,5,12,2,33.0,87.95,125.64,1.0,1.0,21.0,4.0,1,7,0,0,19,14,9,5
0.16,14.86,7275.37,32.96,0.07,5,26,2,94.0,404.19,489.69,1.0,5.0,36.0,6.0,1,11,0,0,55,39,16,21
0.26,23.8,18404.41,32.49,0.04,7,57,6,152.0,1022.47,773.29,4.0,7.0,72.0,11.0,1,21,0,0,84,68,14,20
0.01,4.0,152.16,9.51,0.25,0,4,0,12.0,8.45,38.04,1.0,1.0,7.0,2.0,1,3,0,1,8,4,6,3
0.39,31.11,36462.79,37.67,0.03,9,59,14,211.0,2025.71,1172.02,11.0,1.0,84.0,22.0,1,43,0,0,127,84,20,27
0.06,8.25,1376.99,20.23,0.12,0,6,0,38.0,76.5,166.91,3.0,3.0,8.0,4.0,1,7,0,0,23,15,11,10
0.06,8.73,1618.61,21.25,0.11,0,6,5,41.0,89.92,185.47,3.0,3.0,13.0,4.0,1,7,0,0,25,16,12,11
0.08,10.36,2390.91,22.26,0.1,0,9,0,51.0,132.83,230.7,1.0,3.0,11.0,6.0,1,11,0,0,32,19,12,11
0.04,11.7,1336.38,9.76,0.09,1,12,0,30.0,74.24,114.22,1.0,3.0,15.0,3.0,1,5,0,0,17,13,9,5
0.25,17.82,13265.09,41.78,0.06,1,15,0,144.0,736.95,744.47,6.0,7.0,18.0,11.0,1,21,0,0,88,56,14,22
0.01,2.0,31.02,7.75,0.5,0,2,0,6.0,1.72,15.51,1.0,1.0,5.0,1.0,1,1,0,0,4,2,4,2
0.03,9.0,747.43,9.23,0.11,0,5,1,25.0,41.52,83.05,1.0,1.0,6.0,1.0,1,1,0,0,13,12,6,4
0.02,5.0,269.44,10.78,0.2,0,5,1,17.0,14.97,53.89,1.0,1.0,6.0,1.0,1,1,0,0,9,8,5,4
0.02,2.86,174.13,21.33,0.35,0,5,1,17.0,9.67,60.94,1.0,1.0,6.0,1.0,1,1,0,0,9,8,5,7
0.05,6.22,890.16,22.99,0.16,0,5,1,35.0,49.45,143.06,1.0,1.0,6.0,1.0,1,1,0,0,21,14,8,9
0.03,8.4,782.96,11.1,0.12,0,8,1,26.0,43.5,93.21,1.0,1.0,9.0,2.0,1,3,0,0,14,12,7,5
0.02,7.0,460.1,9.39,0.14,0,4,1,19.0,25.56,65.73,1.0,1.0,5.0,1.0,1,1,0,0,11,8,7,4
